Project,Address,Street,Suite,Eng. Co.,Assigend Shift
Goodwin Brothers Construction,4885,BAUMGARTNER RD,,1770,A
Baumgartner Storage,4888,BAUMGARTNER RD,,1770,A
Colonel Landscaping Services,4888,BAUMGARTNER RD,Upper Level,1770,A
Sterling engineering,5055,BAUMGARTNER RD,,1770,A
BERRA CONSTRUCTION CO.,5091,BAUMGARTNER RD,,1770,A
IESI,5211,BAUMGARTNER RD,,1770,A
vacant,5219,BAUMGARTNER RD,,1770,A
AUTCO SOUTH,5243,BAUMGARTNER RD,,1770,A
SEMCO PLASTICs Co.,5301,BAUMGARTNER RD,,1770,A
METRO MATERIALS,5304,BAUMGARTNER RD,,1770,A
ALPHA FENCE SYSTEMS,5393,BAUMGARTNER RD,,1770,A
canaan baptist church,5409,BAUMGARTNER RD,,1770,A
"BARTELS,MISSY, INC.",5422,BAUMGARTNER RD,,1770,A
U.S. FILTER,5454,BAUMGARTNER RD,,1770,A
Trailers Plus,5494,BAUMGARTNER RD,,1770,A
first community credit union,5496,BAUMGARTNER RD,101 & 103,1770,A
vacant,5496,BAUMGARTNER RD,105,1770,A
friendly petals & More,5496,BAUMGARTNER RD,107,1770,A
new hong kong restaurant,5496,BAUMGARTNER RD,109,1770,A
pizza perfect-st. louis house of pizza,5496,BAUMGARTNER RD,111,1770,A
tequila mexican restaurant,5496,BAUMGARTNER RD,119,1770,A
planet sun,5496,BAUMGARTNER RD,121,1770,A
st. louis nails,5496,BAUMGARTNER RD,123,1770,A
Hemrick Realty LLC,5496,BAUMGARTNER RD,125,1770,A
yorkshire cleaners,5496,BAUMGARTNER RD,127,1770,A
didly's slot car hobby shop,5496,BAUMGARTNER RD,129 & 131,1770,A
Omed Co LLC dba Gyro Company,5496,BAUMGARTNER RD,133,1770,A
Discount Floor Center,6100,BAUMGARTNER XING,,1770,A
DENOYER DANCE,6101,BAUMGARTNER XING,,1770,A
DENOYER DANCE,6103,BAUMGARTNER XING,,1770,A
Complete Fleet Service,6105,BAUMGARTNER XING,,1770,A
Triumph Medical Services LLC,6107,BAUMGARTNER XING,,1770,A
Cotton Babies,6108,BAUMGARTNER XING,,1770,A
SEALING SPECIALISTS,6109,BAUMGARTNER XING,,1770,A
Pinpoint International,6110,BAUMGARTNER XING,,1770,A
United Refrigeration,6116,BAUMGARTNER XING,,1770,A
"LTA Services, LLC",6117,BAUMGARTNER XING,,1770,A
CFC LEASING OFFICE,6119,BAUMGARTNER XING,,1770,A
Integra Healthcare Equipment,6121,BAUMGARTNER XING,,1770,A
AUTO CARE ENGINEERS,6115,BRADLEY MANOR PL,,1770,A
r. r. jones associates,6119,BRADLEY MANOR PL,,1770,A
ELECTRONIC TECHNOLOGIES CORP.,6121,BRADLEY MANOR PL,,1770,A
diesel welding,6123,BRADLEY MANOR PL,,1770,A
THE GEAR BOX,6125,BRADLEY MANOR PL,,1770,A
martin door,6129....31,BRADLEY MANOR PL,,1770,A
R & S Machine,6133....35,BRADLEY MANOR PL,,1770,A
VACANT,6139,BRADLEY MANOR PL,,1770,A
Brookfield Manor,6411,BROOKFIELD COURT DR,,1770,A
pink galleon billiards & games,4010,BUTLER HILL RD,,1770,A
micro advance tech, 4020,BUTLER HILL RD,,1770,A
4 Horsemen Tattoo Studio,4030,BUTLER HILL RD,,1770,A
cindee's tan spa, 4032,BUTLER HILL RD,,1770,A
U.S.AIR FORCE RECruITING, 4034,BUTLER HILL RD,,1770,A
stevens & co., 4036,BUTLER HILL RD,,1770,A
LUCKY CHINESE, 4038,BUTLER HILL RD,,1770,A
St. Louis College of Health Careers,4044,BUTLER HILL RD,,1770,A
Butler Hill phillips 66, 4205,BUTLER HILL RD,,1770,A
HOLIDAY INN I-55 South, 4234,BUTLER HILL RD,,1770,A
"WILLIAM F. KIEFER, OD. & ASSOC. INC.", 4305,BUTLER HILL RD,1,1770,A
Subway sandwiches, 4305,BUTLER HILL RD,2,1770,A
VACANT, 4305,BUTLER HILL RD,3,1770,A
"DAVID GREAVES, DDS", 4305,BUTLER HILL RD,4,1770,A
55 Tires & Service,4309,BUTLER HILL RD,,1770,A
Petro Mart #12, 4317,BUTLER HILL RD,,1770,B
waffle house,4319,BUTLER HILL RD,,1770,B
taco bell,4320,BUTLER HILL RD,,1770,B
Hardee's restaurant,4321,BUTLER HILL RD,,1770,B
burger king,4324,BUTLER HILL RD,,1770,B
FRAILEY'S BAR & GRILL, 4329,BUTLER HILL RD,A,1770,B
EDWARD JONES,4329,BUTLER HILL RD,D,1770,B
DOLLAR DEAL WORLD,4329,BUTLER HILL RD,F,1770,B
SCHNUCKs, 4333,BUTLER HILL RD,,1770,B
serendipity, 4337,BUTLER HILL RD,B,1770,B
BUTLER HILL CLEANERS, 4337,BUTLER HILL RD,C,1770,B
GREAT CLIPS, 4337,BUTLER HILL RD,D,1770,B
BLUE NOTE SPORTS SHOP, 4337,BUTLER HILL RD,E,1770,B
STUDIO C, 4337,BUTLER HILL RD,F,1770,B
nikodem d.d.s., 4337,BUTLER HILL RD,G,1770,B
"american general finance
", 4337,BUTLER HILL RD,J,1770,B
QUESA D YA, 4337,BUTLER HILL RD,K,1770,B
summer sun, 4337,BUTLER HILL RD,L,1770,B
union planters bank, 4339,BUTLER HILL RD,,1770,B
"CUMMINGS, OBERFELL, & RISTAU, P.C.", 4339,BUTLER HILL RD,,1770,B
Abiding Savior lutheran church, 4355,BUTLER HILL RD,,1770,B
Abiding Savior preschool, 4355,BUTLER HILL RD,,1770,B
Abiding Savior School, 4355,BUTLER HILL RD,,1770,B
ORCHID TERRACE,4474,BUTLER HILL RD,,1770,B
CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS, 4511,BUTLER HILL RD,,1770,B
first unity church of st. louis,4753,BUTLER HILL RD,,1770,B
OAKBROOK GARDENS APTS.,5010,CLAYRIDGE DR,,1770,B
cable america, 4269,DAIQUIRI LN,,1770,B
The vineyards apts., 4227,DRAMBUIE LN,,1770,B
FIRST MISSOURI CREDIT UNION,4102,FIRST MISSOURI CU DR,,1770,B
"H. I. A., Inc./t.a. contracting",6495,HAWKINS RD,,1770,B
MARY MOTHER OF THE CHURCH - CONCESSIONS,6551,HAWKINS RD,,1770,B
Midwest RV,6200,HEIMOS INDUSTRIAL PARK DR,,1770,B
Best Western 55 South Inn,6224,HEIMOS INDUSTRIAL PARK DR,,1770,B
"CRACKER BARREL OLD COUNTRY STORE, INC.", 6233,HEIMOS INDUSTRIAL PARK DR,,1770,B
HUNTERS RIDGE APartments,5625,HUNTERS VALLEY CT,,1770,B
ACCURATE SUPERIOR SCALE,5404,JEDMED CT,,1770,B
st. louis distribution service,5405,JEDMED CT,,1770,B
barron gymnastics,5411,JEDMED CT,,1770,B
Prudential Select Properties,4448,LEMAY FERRY RD,,1770,B
classic CAR WASH, 4800,LEMAY FERRY RD,,1770,B
Southwick Veterinary Clinic,4814,LEMAY FERRY RD,,1770,B
JOHN L ZIEGENHEIN & SONS FUNERAL HOMES,4830,LEMAY FERRY RD,,1770,B
Eager Beaver Fitness,4835,LEMAY FERRY RD,A,1770,B
on your toes dance studio,4835,LEMAY FERRY RD,B-E,1770,B
Re-Nax Results,4850,LEMAY FERRY RD,100,1770,B
Leggette Brashears & Graham,4850,LEMAY FERRY RD,205,1770,B
"nothum homes, inc.",4850,LEMAY FERRY RD,215,1770,B
Doering Engineering,4850,LEMAY FERRY RD,220,1770,B
vacant, 4858,LEMAY FERRY RD,100,1770,B
vacant, 4858,LEMAY FERRY RD,200...400,1770,B
vacant, 4858,LEMAY FERRY RD,500,1770,B
JIM HALL - STATE FARM INSurance, 4942,LEMAY FERRY RD,,1770,B
vacant, 5023,LEMAY FERRY RD,UPPER,1770,B
vacant, 5025,LEMAY FERRY RD,,1770,B
the basement, 5025,LEMAY FERRY RD,LOWER,1770,B
SESSION FIXTURE CO., 5039,LEMAY FERRY RD,,1770,B
Walgreens,5050,LEMAY FERRY RD,,1770,B
"dwayne a. hinch, e. a.", 5125,LEMAY FERRY RD,,1770,B
styles & files, 5129,LEMAY FERRY RD,,1770,B
AMERIcAN FAMILY INSURANCE, 5131,LEMAY FERRY RD,,1770,B
safeguard business systems,5133,LEMAY FERRY RD,,1770,B
The Hubbb LLC,5135,LEMAY FERRY RD,,1770,B
Real American Mortgage,5139,LEMAY FERRY RD,,1770,B
vacant, 5141,LEMAY FERRY RD,,1770,B
federer for congress committee 2004, 5143,LEMAY FERRY RD,,1770,B
KITCHEN PARTS PLUS INC.,5143,LEMAY FERRY RD,LOWER,1770,B
angie rule insurance, 5153,LEMAY FERRY RD,,1770,B
j. d. nails, 5155,LEMAY FERRY RD,,1770,B
Oakville florist & gifts, 5157,LEMAY FERRY RD,,1770,B
Bake You Happy, 5159,LEMAY FERRY RD,,1770,B
EMBROIDERY EXPRESS, 5163,LEMAY FERRY RD,,1770,B
Nana's Farmhouse,5171,LEMAY FERRY RD,,1770,B
vacant, 5196,LEMAY FERRY RD,,1770,B
BUTLER HILL GAS & FOOD, 5204,LEMAY FERRY RD,,1770,B
KUTIS - SOUTH COUNTY, 5255,LEMAY FERRY RD,,1770,B
Catanzaro Produce, 5310,LEMAY FERRY RD,,1770,B
vacant,5320,LEMAY FERRY RD,,1770,B
vacant, 5414,LEMAY FERRY RD,,1770,B
MOORE'S USED CARS, 5419,LEMAY FERRY RD,,1770,B
LAW OFFICES, 5430,LEMAY FERRY RD,1,1770,B
Studio Hair Design, 5430,LEMAY FERRY RD,2,1770,B
"paul h. boehme, dds", 5430,LEMAY FERRY RD,3,1770,B
shelter insurance co., 5430,LEMAY FERRY RD,4,1770,B
hair solutions, 5430,LEMAY FERRY RD,5,1770,B
JR'S SALOON, 5523,LEMAY FERRY RD,,1770,B
colormaster,5807,LEMAY FERRY RD,,1770,B
HAEGELE NURSERY,6043,LEMAY FERRY RD,,1770,B
session fixture co.,6044,LEMAY FERRY RD,,1770,C
st. louis area maps,6062,LEMAY FERRY RD,,1770,C
fuelman,6065,LEMAY FERRY RD,,1770,C
EASTER FENCE CO.,6071,LEMAY FERRY RD,,1770,C
meyer's service,6078,LEMAY FERRY RD,,1770,C
JEDMED INSTRUMENT CO,6096,LEMAY FERRY RD,,1770,C
A STORAGE INN,6100,LEMAY FERRY RD,,1770,C
WIETHOP'S GREENHOUSE,6129,LEMAY FERRY RD,,1770,C
7 eleven,6197,LEMAY FERRY RD,,1770,C
SACK BROTHERS CONTRACTING,6240,LEMAY FERRY RD,,1770,C
Sanofi - Aventis,6241,LEMAY FERRY RD,,1770,C
Sanofi-AVENTIS,6244,LEMAY FERRY RD,,1770,C
Vacant,6245,LEMAY FERRY RD,,1770,C
Vacant,6245,LEMAY FERRY RD,B,1770,C
denoyer dance,6247,LEMAY FERRY RD,,1770,C
DALO GLASS,6258,LEMAY FERRY RD,,1770,C
ideal landscaping,6264,LEMAY FERRY RD,,1770,C
Sanofi-Aventis,6285,LEMAY FERRY RD,,1770,C
the first tee,6286,LEMAY FERRY RD,,1770,C
GEN George C Marshall Memorial Post #2184 ,6327,LEMAY FERRY RD,,1770,C
NOAH'S  ARK DAY CARE CENTER, 5001,LITTLE ROCK RD,,1770,C
COUNTY CHRISTIAN CHURCH, 5001,LITTLE ROCK RD,,1770,C
SOUTH SIDE CHRISTIAN SCHOOL, 5001,LITTLE ROCK RD,,1770,C
so. co. education & university transfer ctr. - st. louis community college,4115,MERAMEC BOTTOM RD,,1770,C
flooring systems,4130,MERAMEC BOTTOM RD,,1770,C
titan contractors,4134,MERAMEC BOTTOM RD,,1770,C
Flooring systems,4140,MERAMEC BOTTOM RD,,1770,C
Epic Systems,4142,MERAMEC BOTTOM RD,,1770,C
Missouri American Water,4194,MERAMEC BOTTOM RD,,1770,C
Law office of daniel hartung,4401,MERAMEC BOTTOM RD,A,1770,C
kitchen parts plus,4401,MERAMEC BOTTOM RD,B,1770,C
State Farm Insurance,4401,MERAMEC BOTTOM RD,C,1770,C
vacant,4401,MERAMEC BOTTOM RD,D,1770,C
vacant,4401,MERAMEC BOTTOM RD,E,1770,C
vacant,4401,MERAMEC BOTTOM RD,I,1770,C
vacant,4401,MERAMEC BOTTOM RD,J,1770,C
Haerthill marketing,4403,MERAMEC BOTTOM RD,A,1770,C
Bounce - U,4403,MERAMEC BOTTOM RD,C,1770,C
Alcatel-lucent,4405,MERAMEC BOTTOM RD,A,1770,C
vacant,4405,MERAMEC BOTTOM RD,D,1770,C
A-Z Lock,4405,MERAMEC BOTTOM RD,E,1770,C
Movement art center,4405,MERAMEC BOTTOM RD,H,1770,C
Chiles food service,4405,MERAMEC BOTTOM RD,I,1770,C
Millenium Engineering,4405,MERAMEC BOTTOM RD,J,1770,C
J P McClain,4407,MERAMEC BOTTOM RD,A,1770,C
South River Yoga Studio,4407,MERAMEC BOTTOM RD,A,1770,C
Mike Martin Media,4407,MERAMEC BOTTOM RD,C,1770,C
Duester Electric,4407,MERAMEC BOTTOM RD,D,1770,C
General Motors service college,4407,MERAMEC BOTTOM RD,E,1770,C
Mack McClain,4407,MERAMEC BOTTOM RD,G,1770,C
St louis tool and supply,4407,MERAMEC BOTTOM RD,H,1770,C
Vacant,4407,MERAMEC BOTTOM RD,I,1770,C
Excel Transportation Systems,4407,MERAMEC BOTTOM RD,J,1770,C
Farmers Insurance,4409,MERAMEC BOTTOM RD,A,1770,C
Stonegate Mortgage,4409,MERAMEC BOTTOM RD,B,1770,C
Jazzercise,4409,MERAMEC BOTTOM RD,D,1770,C
A to Z Lock and Key,4409,MERAMEC BOTTOM RD,E,1770,C
scott meyers DDS,4409,MERAMEC BOTTOM RD,F,1770,C
Gateway GMAC Real Estate,4409,MERAMEC BOTTOM RD,G,1770,C
equity one insurance,4409,MERAMEC BOTTOM RD,I,1770,C
Four seasons Carpet Cleaning,4409,MERAMEC BOTTOM RD,K,1770,C
Captiva Crossing Building 1,4410,MERAMEC BOTTOM RD,,1770,C
A-1 Locker rental,4427,MERAMEC BOTTOM RD,,1770,C
southern commercial bank,4435,MERAMEC BOTTOM RD,,1770,C
A-1 Locker,4444,MERAMEC BOTTOM RD,,1770,C
mobil on the run,4450,MERAMEC BOTTOM RD,,1770,C
Blue Iguana Car Wash, 4453,MERAMEC BOTTOM RD,,1770,C
Remax,4568,MERAMEC BOTTOM RD,1,1770,C
vacant,4568,MERAMEC BOTTOM RD,2,1770,C
vacant,4568,MERAMEC BOTTOM RD,3,1770,C
Hillsboro title,4568,MERAMEC BOTTOM RD,4,1770,C
vacant,4568,MERAMEC BOTTOM RD,5,1770,C
vacant,4568,MERAMEC BOTTOM RD,6,1770,C
METRO St.Louis SEWER DIST. PUMPING STA., 4660,MERAMEC BOTTOM RD,,1770,C
titan contractors service,4893,MERAMEC BOTTOM RD,,1770,C
Hampton Inn,4200,MID AMERICA LN,,1770,C
Holiday Inn Express I-55 South,4250,MID AMERICA LN,,1770,C
Center for Advanced Medicine South County,5201,MID AMERICA PLZ,,1770,C
SITEMAN CANCER CENTER,5225,MID AMERICA PLZ,,1770,C
SOUTH COUNTY FIRE ALARM DISPATCH CTR., 5495,OLD LEMAY FERRY RD,,1770,C
Mehlville fire Station 7,5501,OLD LEMAY FERRY RD,,1770,C
PATTERSON PLACE apartments,3219,PATTERSON PLACE DR,,1770,C
Blades Elementary School,5140,PATTERSON RD,,1770,C
mississippi river transmission, 5167,PATTERSON RD,,1770,C
canyon creek,4200,SALEM SCHOOL RD,,1770,C
YORKTOWNE APartments, 4080,SIR BORS CT,#101,1770,C
KIMBERLY TERRACE APartments, 4091,SIR BORS CT,#1,1770,C
GUS PAPGIANIS,5200,SIR BORS DR,,1770,C
DICK WOOD APartments,5204....12,SIR BORS DR,,1770,C
SOUTH SUMMIT APTS. & CLUBHOUSE,4251,SUMMIT KNOLL DR,,1770,C
